0, 0.001564, 0.001804
1, 0.001541, 0.001798
2, 0.001539, 0.001790
3, 0.001538, 0.001799
4, 0.001533, 0.001819
5, 0.001534, 0.001823
6, 0.001538, 0.001798
7, 0.001531, 0.001791
8, 0.001529, 0.001792
9, 0.001532, 0.001789
10, 0.001531, 0.001792
11, 0.001532, 0.001811
12, 0.001529, 0.001788
13, 0.001530, 0.001794
14, 0.001526, 0.001802
15, 0.001527, 0.001800
16, 0.001529, 0.001783
17, 0.001530, 0.001791
18, 0.001525, 0.001790
19, 0.001527, 0.001796
20, 0.001525, 0.001798
21, 0.001523, 0.001806
22, 0.001523, 0.001796
23, 0.001524, 0.001794
24, 0.001527, 0.001799
25, 0.001520, 0.001804
26, 0.001523, 0.001783
27, 0.001519, 0.001781
28, 0.001521, 0.001803
29, 0.001521, 0.001786
30, 0.001521, 0.001786
31, 0.001521, 0.001791
32, 0.001520, 0.001780
33, 0.001519, 0.001787
34, 0.001517, 0.001782
35, 0.001517, 0.001785
36, 0.001520, 0.001786
37, 0.001521, 0.001784
38, 0.001520, 0.001787
39, 0.001520, 0.001777
40, 0.001517, 0.001814
41, 0.001519, 0.001796
42, 0.001517, 0.001798
43, 0.001519, 0.001776
44, 0.001513, 0.001795
45, 0.001514, 0.001810
46, 0.001516, 0.001789
47, 0.001516, 0.001768
48, 0.001517, 0.001808
49, 0.001514, 0.001784
50, 0.001510, 0.001784
51, 0.001513, 0.001789
52, 0.001509, 0.001794
53, 0.001504, 0.001784
54, 0.001507, 0.001778
55, 0.001509, 0.001777
56, 0.001506, 0.001774
57, 0.001507, 0.001784
58, 0.001507, 0.001771
59, 0.001509, 0.001781
60, 0.001510, 0.001779
61, 0.001511, 0.001793
62, 0.001506, 0.001781
63, 0.001507, 0.001776
64, 0.001503, 0.001781
65, 0.001503, 0.001789
66, 0.001507, 0.001774
67, 0.001506, 0.001775
68, 0.001503, 0.001777
69, 0.001504, 0.001802
70, 0.001504, 0.001769
71, 0.001504, 0.001772
72, 0.001502, 0.001772
73, 0.001505, 0.001782
74, 0.001512, 0.001774
75, 0.001507, 0.001778
76, 0.001505, 0.001773
77, 0.001511, 0.001798
78, 0.001507, 0.001789
79, 0.001505, 0.001776
80, 0.001508, 0.001770
81, 0.001507, 0.001776
82, 0.001505, 0.001771
83, 0.001505, 0.001784
84, 0.001500, 0.001773
85, 0.001504, 0.001775
86, 0.001507, 0.001769
87, 0.001502, 0.001819
88, 0.001503, 0.001766
89, 0.001504, 0.001769
90, 0.001504, 0.001780
91, 0.001505, 0.001768
92, 0.001508, 0.001772
93, 0.001503, 0.001778
94, 0.001504, 0.001777
95, 0.001505, 0.001766
96, 0.001506, 0.001770
97, 0.001504, 0.001776
98, 0.001502, 0.001781
99, 0.001503, 0.001775
100, 0.001501, 0.001803
101, 0.001505, 0.001768
102, 0.001505, 0.001780
103, 0.001501, 0.001778
104, 0.001504, 0.001767
105, 0.001502, 0.001777
106, 0.001506, 0.001774
107, 0.001508, 0.001770
108, 0.001503, 0.001784
109, 0.001504, 0.001766
110, 0.001502, 0.001777
111, 0.001508, 0.001772
112, 0.001498, 0.001773
113, 0.001504, 0.001792
114, 0.001506, 0.001782
115, 0.001503, 0.001774
116, 0.001505, 0.001785
117, 0.001501, 0.001786
118, 0.001503, 0.001770
119, 0.001500, 0.001780
120, 0.001505, 0.001775
121, 0.001504, 0.001779
122, 0.001500, 0.001780
123, 0.001502, 0.001777
124, 0.001502, 0.001780
125, 0.001502, 0.001776
126, 0.001500, 0.001773
127, 0.001499, 0.001771
128, 0.001504, 0.001808
129, 0.001501, 0.001766
130, 0.001501, 0.001785
131, 0.001501, 0.001793
132, 0.001504, 0.001783
133, 0.001498, 0.001780
134, 0.001505, 0.001771
135, 0.001503, 0.001778
136, 0.001505, 0.001764
137, 0.001499, 0.001776
138, 0.001504, 0.001795
139, 0.001504, 0.001772
140, 0.001505, 0.001782
141, 0.001503, 0.001780
142, 0.001505, 0.001810
143, 0.001504, 0.001782
144, 0.001508, 0.001781
145, 0.001499, 0.001775
146, 0.001501, 0.001781
147, 0.001503, 0.001769
148, 0.001504, 0.001774
149, 0.001503, 0.001782
