0, 0.003609, 0.002828
1, 0.002433, 0.002561
2, 0.002272, 0.002509
3, 0.002177, 0.002401
4, 0.002119, 0.002373
5, 0.002077, 0.002289
6, 0.002043, 0.002285
7, 0.002008, 0.002243
8, 0.001982, 0.002197
0, 0.003415, 0.010066
1, 0.002795, 0.007042
2, 0.002516, 0.006552
3, 0.002256, 0.005884
4, 0.002086, 0.004740
5, 0.001955, 0.004500
6, 0.001878, 0.004770
7, 0.001813, 0.004822
8, 0.001761, 0.004053
9, 0.001733, 0.004211
10, 0.001697, 0.004201
11, 0.001670, 0.003950
12, 0.001653, 0.003835
13, 0.001632, 0.003969
14, 0.001613, 0.003944
15, 0.001600, 0.003987
16, 0.001587, 0.003958
17, 0.001577, 0.003751
18, 0.001565, 0.003558
19, 0.001554, 0.003427
20, 0.001546, 0.003809
21, 0.001536, 0.003395
22, 0.001525, 0.003811
23, 0.001522, 0.003379
24, 0.001516, 0.003242
25, 0.001506, 0.003333
26, 0.001504, 0.003643
27, 0.001494, 0.003273
28, 0.001489, 0.003736
29, 0.001482, 0.003761
30, 0.001476, 0.003482
31, 0.001473, 0.003596
32, 0.001471, 0.003577
33, 0.001467, 0.003526
34, 0.001461, 0.003676
35, 0.001456, 0.003267
36, 0.001453, 0.003370
37, 0.001449, 0.003374
38, 0.001447, 0.003427
39, 0.001440, 0.003396
40, 0.001437, 0.003419
41, 0.001437, 0.003327
42, 0.001436, 0.003504
43, 0.001428, 0.003273
44, 0.001422, 0.003317
45, 0.001428, 0.003242
46, 0.001421, 0.003263
47, 0.001418, 0.003369
48, 0.001416, 0.003114
49, 0.001413, 0.003372
50, 0.001415, 0.003530
51, 0.001406, 0.003600
52, 0.001405, 0.003364
53, 0.001403, 0.003247
54, 0.001402, 0.003479
55, 0.001397, 0.003217
56, 0.001399, 0.003353
57, 0.001397, 0.003399
58, 0.001394, 0.003181
59, 0.001392, 0.003366
60, 0.001388, 0.002923
61, 0.001384, 0.003237
62, 0.001387, 0.003248
63, 0.001384, 0.003125
64, 0.001382, 0.003271
65, 0.001380, 0.003152
66, 0.001380, 0.003327
67, 0.001377, 0.003570
68, 0.001376, 0.003433
69, 0.001371, 0.003131
70, 0.001373, 0.003271
71, 0.001370, 0.003196
72, 0.001369, 0.003111
73, 0.001367, 0.003562
74, 0.001368, 0.003289
75, 0.001323, 0.003061
76, 0.001316, 0.003101
77, 0.001310, 0.003047
78, 0.001303, 0.003093
79, 0.001305, 0.003051
80, 0.001301, 0.003080
81, 0.001299, 0.003119
82, 0.001301, 0.003147
83, 0.001298, 0.003064
84, 0.001297, 0.003070
85, 0.001297, 0.003070
86, 0.001296, 0.003051
87, 0.001297, 0.003042
88, 0.001296, 0.003042
89, 0.001292, 0.003055
90, 0.001298, 0.003069
91, 0.001295, 0.003018
92, 0.001294, 0.003087
93, 0.001291, 0.003041
94, 0.001294, 0.003007
95, 0.001293, 0.003030
96, 0.001294, 0.003068
97, 0.001291, 0.003079
98, 0.001288, 0.003068
99, 0.001292, 0.003064
100, 0.001295, 0.003148
101, 0.001287, 0.003062
102, 0.001286, 0.003046
